timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1772985600000,1943.32,1944.97,1934.34,1936.87,5289.182,1772989199999,10255596.02,116289,2844.0536,5514836.784336
1772989200000,1936.87,1946.65,1933.1,1935.77,5606.9174,1772992799999,10871456.22,120520,2949.5297,5720216.492949
1772992800000,1935.78,1937.04,1928.08,1930.27,12761.0118,1772996399999,24645292.2,129692,3484.3562,6732847.005808
1772996400000,1930.28,1970.58,1928.24,1964.91,24494.582,1772999999999,47914577.84,264717,16611.2604,32486275.642158
1773000000000,1964.91,1971.95,1953.81,1958.86,7830.7886,1773003599999,15354447.28,153127,3727.256,7312060.843255
1773003600000,1958.87,1962.24,1944.53,1953.95,6632.1837,1773007199999,12945563.32,135655,2881.7563,5625506.633317
1773007200000,1953.94,1953.94,1916.14,1943.2,58211.1708,1773010799999,112263743.94,585590,26855.7625,51826588.036551
1773010800000,1943.2,1955.2,1935.58,1937.1,10128.9597,1773014399999,19705787.57,246859,5702.4545,11095999.378424
1773014400000,1937.11,1966.14,1929.65,1950.99,17896.3422,1773017999999,34881078.29,335734,9796.9146,19097603.192891
1773018000000,1950.99,1963.2,1942.72,1946.0,14979.5243,1773021599999,29255021.47,311043,7595.9784,14839205.41584
1773021600000,1946.0,1963.2,1938.33,1959.66,12927.8319,1773025199999,25239927.75,271595,6926.6767,13525571.061602
1773025200000,1959.66,2006.01,1959.08,1977.48,58780.551,1773028799999,116886177.99,466999,29627.5829,58876558.160183
1773028800000,1977.48,1989.56,1973.52,1977.31,10238.8798,1773032399999,20290266.91,192084,5591.3634,11082438.266497
1773032400000,1977.31,2014.26,1976.39,2010.6,43830.6334,1773035999999,87528502.52,341734,18778.2795,37500610.542686
1773036000000,2010.6,2012.7,1983.36,1985.0,15733.8756,1773039599999,31470101.7,221933,6309.2952,12623721.15823
1773039600000,1985.01,1985.91,1963.45,1983.9,13845.4139,1773043199999,27374132.78,231735,7062.0059,13965980.598833
1773043200000,1983.91,2000.0,1978.92,1996.81,15655.8201,1773046799999,31167690.52,255312,8748.5871,17419329.594848
1773046800000,1996.81,2022.0,1986.77,2004.48,22759.616,1773050399999,45676105.3,267954,12440.9572,24973550.031011
1773050400000,2004.49,2007.05,1992.56,1995.41,17147.8872,1773053999999,34314242.6,209186,10466.0826,20943747.36755
1773054000000,1995.41,1999.99,1980.93,1992.2,12567.4869,1773057599999,24996782.25,174190,5106.5612,10160985.080634
1773057600000,1992.2,2013.74,1992.2,2002.19,12668.2488,1773061199999,25370970.95,182166,6293.0293,12605888.018949
1773061200000,2002.19,2030.0,2001.13,2018.16,41754.9438,1773064799999,84193409.23,513212,22920.2888,46215961.599574
1773064800000,2018.15,2032.84,2007.82,2022.29,39674.1034,1773068399999,80200159.93,482315,21059.9955,42576569.377262
1773068400000,2022.27,2029.25,2013.97,2022.63,21397.2501,1773071999999,43278770.22,236692,8901.1455,17999935.392169
1773072000000,2022.64,2039.29,2018.93,2027.53,18205.4291,1773075599999,36919445.71,231350,9751.3313,19778002.515
1773075600000,2027.54,2032.5,2005.76,2016.94,20457.1836,1773079199999,41303647.7,237784,10139.217,20475383.852619
1773079200000,2016.94,2022.9,2006.15,2012.1,12319.782,1773082799999,24824605.47,157772,5354.7097,10794848.354207
1773082800000,2012.11,2053.52,2010.0,2033.91,30136.5564,1773086399999,61280318.68,421316,15124.1158,30768913.392314
1773086400000,2033.91,2037.3,2018.77,2025.89,9526.1172,1773089999999,19325766.88,156992,4959.0408,10064274.365202
1773090000000,2025.89,2035.39,2022.19,2028.35,6364.9871,1773093599999,12919323.44,105059,3170.987,6437388.870378
1773093600000,2028.33,2031.32,1997.87,2002.53,56062.1881,1773097199999,112459052.8,197552,32843.2625,65849871.100231
1773097200000,2002.52,2007.67,1989.12,1992.98,25894.8364,1773100799999,51727851.17,158872,13909.8821,27777639.144253
1773100800000,1992.97,2022.5,1991.0,2015.37,30631.7801,1773104399999,61539730.16,194259,22533.1877,45264835.288757
1773104400000,2015.37,2024.99,2006.23,2019.21,11925.195,1773107999999,24036050.82,172583,5054.0514,10192895.05562
1773108000000,2019.2,2054.19,2014.01,2042.4,27247.3611,1773111599999,55573600.62,314192,14664.0577,29915882.283038
1773111600000,2042.4,2047.88,2022.63,2026.8,13229.4664,1773115199999,26951441.87,194530,7190.9068,14655047.218113
1773115200000,2026.8,2047.31,2026.36,2045.7,10644.7886,1773118799999,21676172.88,141743,7471.3514,15213190.048844
1773118800000,2045.69,2054.2,2039.75,2043.99,23562.7807,1773122399999,48181415.19,156668,15247.1272,31174432.521706
1773122400000,2044.0,2049.34,2036.25,2043.76,11948.6825,1773125999999,24412058.26,136373,4342.8558,8874393.733348
1773126000000,2043.77,2059.69,2040.09,2051.0,14222.0333,1773129599999,29164163.64,167055,7862.0813,16122893.807305
1773129600000,2051.0,2070.5,2051.0,2057.27,23588.6304,1773133199999,48637231.0,269042,12971.1649,26744680.035106
1773133200000,2057.27,2074.0,2055.72,2068.18,13752.4454,1773136799999,28413516.44,179769,6637.9175,13713134.104026
1773136800000,2068.17,2069.22,2055.56,2062.86,8922.8527,1773140399999,18399706.59,134365,4064.2329,8382238.337412
1773140400000,2062.86,2067.78,2051.16,2061.69,14186.1361,1773143999999,29243361.69,127545,7254.2768,14959547.210496
1773144000000,2061.7,2062.09,2047.36,2049.82,12900.4331,1773147599999,26489942.69,128719,4537.209,9319959.479492
1773147600000,2049.82,2060.27,2024.04,2033.63,29276.7718,1773151199999,59744986.75,313231,13785.2565,28126439.880645
1773151200000,2033.63,2080.27,2008.65,2075.19,55294.6468,1773154799999,112684683.76,516213,28317.6947,57755000.43066
1773154800000,2075.19,2085.73,2059.23,2079.35,42497.3487,1773158399999,88038056.57,438755,21586.0428,44727096.447342
1773158400000,2079.34,2088.19,2069.45,2080.72,18680.3037,1773161999999,38862166.24,252529,9351.6943,19459075.267995
1773162000000,2080.71,2085.19,2058.33,2071.67,20761.3728,1773165599999,43032454.07,262164,11133.5084,23078296.895202
1773165600000,2071.67,2073.13,2035.74,2039.68,30444.7151,1773169199999,62357786.18,443092,13462.4268,27576348.616293
1773169200000,2039.68,2044.31,2027.16,2037.02,15745.2154,1773172799999,32059202.2,260560,7754.3366,15788735.268527
1773172800000,2037.02,2047.45,2035.45,2042.56,7714.4161,1773176399999,15749726.19,99886,3992.5042,8152758.348119
1773176400000,2042.56,2048.31,2018.0,2029.2,10882.7716,1773179999999,22101947.67,116278,3139.766,6380875.937227
1773180000000,2029.2,2032.82,2021.14,2027.64,8497.767,1773183599999,17220537.46,111183,4059.2901,8225471.395734
1773183600000,2027.63,2037.3,2027.55,2036.51,6853.9595,1773187199999,13939318.08,96264,3600.7765,7323149.069946
1773187200000,2036.5,2041.71,2028.81,2037.68,10130.8412,1773190799999,20620232.46,134537,4472.9539,9105051.390129
